Rk,Name,Age,Tm,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fldpct,Rtot,Rtot-yr,Rdrs,Rdrs-yr,Rgood,RF-9,RF-G,Pos-Summary,Name-additional
1,Andrew Abbott,25,CIN,NL,25,25,0,138.0,14,6,8,0,0,1.000,,,1,1,0,0.91,0.56,P,abbotan01
2,CJ Abrams,23,WSN,NL,136,135,124,1170.2,526,160,349,17,68,.968,-9,-9,1,1,2,3.91,3.74,SS,abramcj01
3,Bryan Abreu,27,HOU,AL,78,0,0,78.1,8,5,3,0,0,1.000,,,-2,-5,0,0.92,0.10,P,abreubr01
4,José Abreu,37,HOU,AL,35,31,28,275.1,276,254,19,3,24,.989,-3,-13,-2,-9,-1,8.92,7.80,1B,abreujo02
5,Wilyer Abreu,25,BOS,AL,130,110,70,960.1,238,222,9,7,2,.971,15,19,16,20,2,2.16,1.78,OF,abreuwi02
6,Luisangel Acuña,22,NYM,NL,12,10,9,95.2,45,9,35,1,3,.978,2,30,1,13,-1,4.14,3.38,SS-2B,acunajo01
7,Ronald Acuña Jr.,26,ATL,NL,49,48,47,428.0,102,98,2,2,0,.980,-4,-10,-7,-19,0,2.10,2.08,OF,acunaro01
8,Jason Adam,32,TOT,ZZ,74,0,0,73.2,11,4,7,0,1,1.000,,,-2,-32,0,1.34,0.15,P,adamja01
9,Willy Adames,28,MIL,NL,161,161,151,1406.1,547,204,323,20,66,.963,-8,-7,-16,-14,1,3.37,3.27,SS,adamewi01
10,Austin Adams,33,OAK,AL,56,0,0,41.1,4,2,2,0,1,1.000,,,-1,-5,0,0.87,0.07,P,adamsau02
11,Jordyn Adams,24,LAA,AL,11,9,9,85.0,24,23,0,1,0,.958,-1,-18,-2,-28,0,2.44,2.09,OF,adamsjo03
12,Riley Adams,28,WSN,NL,40,36,29,314.1,294,279,10,5,2,.983,-6,-22,-2,-8,-2,8.27,7.23,C,adamsri03
13,Ty Adcock,27,NYM,NL,3,0,0,4.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,adcocty01
14,Jo Adell,25,LAA,AL,123,117,113,1035.2,241,234,3,4,0,.983,7,8,6,6,1,2.06,1.93,OF,adelljo01
15,Joan Adon,25,WSN,NL,8,1,0,10.2,6,2,4,0,0,1.000,,,1,19,0,5.06,0.75,P,adonjo01
16,Ehire Adrianza,34,LAA,AL,8,6,6,60.0,14,2,12,0,2,1.000,1,20,1,20,0,2.10,1.75,3B-2B,adriaeh01
17,Julian Aguiar,23,CIN,NL,7,7,0,31.2,6,2,4,0,0,1.000,,,0,0,0,1.71,0.86,P,aguiaju01
18,Nick Ahmed,34,TOT,NL,69,66,58,563.1,255,77,175,3,40,.988,-2,-5,-1,-2,-2,4.03,3.65,SS-2B,ahmedni01
19,Keegan Akin,29,BAL,AL,66,0,0,78.2,7,0,7,0,0,1.000,,,2,5,0,0.80,0.11,P,akinke01
20,Ozzie Albies,27,ATL,NL,99,99,98,875.2,395,153,239,3,57,.992,1,1,1,1,1,4.03,3.96,2B,albieoz01
21,Jorge Alcalá,28,MIN,AL,54,0,0,58.1,10,4,6,0,0,1.000,,,-2,-7,-1,1.54,0.19,P,alcaljo01
22,Kevin Alcántara,21,CHC,NL,3,3,2,26.0,2,2,0,0,0,1.000,1,49,0,0,0,0.69,0.67,OF,alcanke01
23,Sam Aldegheri,22,LAA,AL,3,3,0,13.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,aldegsa01
24,Blaze Alexander,25,ARI,NL,44,35,29,312.0,128,45,77,6,16,.953,-5,-19,-4,-15,0,3.52,2.71,SS-2B-3B,alexabl01
25,CJ Alexander,27,KCR,AL,3,3,2,25.0,4,1,3,0,0,1.000,-2,-86,-1,-48,0,1.44,1.33,3B,alexacj01
26,Scott Alexander,34,OAK,AL,45,0,0,38.2,8,1,7,0,0,1.000,,,1,5,0,1.86,0.18,P,alexasc02
27,Tyler Alexander,29,TBR,AL,23,9,0,107.2,15,6,8,1,0,.933,,,-1,-2,0,1.17,0.61,P,alexaty01
28,Kolby Allard,26,PHI,NL,7,4,0,27.0,5,2,3,0,0,1.000,,,1,7,0,1.67,0.71,P,allarko01
29,Logan Allen,27,ARI,NL,12,0,0,28.0,6,2,4,0,0,1.000,,,0,0,0,1.93,0.50,P,allenlo01
30,Logan Allen,25,CLE,AL,20,20,0,97.1,14,4,10,0,0,1.000,,,1,2,0,1.29,0.70,P,allenlo02
31,Nick Allen,25,OAK,AL,41,30,24,269.1,129,49,74,6,24,.953,1,6,4,18,0,4.11,3.00,SS-3B-2B,allenni02
32,Yency Almonte,30,CHC,NL,17,0,0,15.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,almonye01
33,Pete Alonso,29,NYM,NL,161,159,157,1412.1,1285,1179,99,7,117,.995,-1,-1,-3,-3,2,8.14,7.94,1B,alonspe01
34,Dan Altavilla,31,KCR,AL,5,1,0,3.2,2,1,1,0,0,1.000,,,0,0,0,4.91,0.40,P,altavda01
35,Jose Altuve,34,HOU,AL,147,146,130,1262.0,475,158,312,5,85,.989,3,3,-13,-12,2,3.35,3.20,2B,altuvjo01
36,José Alvarado,29,PHI,NL,66,0,0,61.2,4,2,2,0,0,1.000,,,-3,-10,0,0.58,0.06,P,alvarjo03
37,Armando Alvarez,29,OAK,AL,14,10,5,80.0,39,30,9,0,4,1.000,-3,-46,-3,-45,0,4.39,2.79,3B-1B-2B-OF,alvarar01
38,Eddy Alvarez,34,NYM,NL,12,3,0,38.0,18,9,9,0,1,1.000,1,20,1,32,0,4.26,1.38,2B-SS-P,alvared01
39,Francisco Alvarez,22,NYM,NL,96,82,70,726.0,806,775,25,6,1,.993,-6,-11,-1,-2,-8,9.92,8.33,C,alvarfr01
40,Nacho Alvarez Jr.,21,ATL,NL,8,8,8,70.2,21,8,13,0,3,1.000,0,-3,-1,-17,0,2.67,2.63,2B-3B,alvarna01
41,Yordan Alvarez,27,HOU,AL,53,53,23,421.0,75,71,3,1,0,.987,-2,-5,-5,-14,0,1.58,1.40,OF,alvaryo01
42,Adbert Alzolay,29,CHC,NL,18,0,0,17.1,3,1,2,0,0,1.000,,,-1,-12,0,1.56,0.17,P,alzolad01
43,Adael Amador,21,COL,NL,10,10,9,85.0,39,14,24,1,8,.974,-2,-35,-1,-14,0,4.02,3.80,2B,amadoad01
44,Jacob Amaya,25,TOT,AL,24,21,17,187.1,69,34,34,1,10,.986,0,-3,3,19,0,3.27,2.83,SS-2B,amayaja01
45,Miguel Amaya,25,CHC,NL,116,103,88,905.2,893,856,31,6,3,.993,1,2,5,7,5,8.81,7.65,C,amayami01
46,Brian Anderson,31,ATL,NL,3,2,0,14.0,3,3,0,0,0,1.000,1,57,0,0,0,1.93,1.00,OF-3B,anderbr06
47,Chase Anderson,36,TOT,AL,29,1,0,58.1,7,5,2,0,0,1.000,,,-1,-20,0,1.08,0.24,P,anderch01
48,Grant Anderson,27,TEX,AL,23,0,0,26.2,2,0,2,0,0,1.000,,,-1,-8,0,0.68,0.09,P,andergr01
49,Justin Anderson,31,CHW,AL,56,0,0,53.1,5,1,4,0,0,1.000,,,-1,-4,0,0.84,0.09,P,anderju01
50,Nick Anderson,33,KCR,AL,37,0,0,35.2,4,1,3,0,0,1.000,,,1,6,0,1.01,0.11,P,anderni01
51,Shaun Anderson,29,TOT,ZZ,6,2,0,16.1,2,1,1,0,0,1.000,,,0,0,0,1.10,0.33,P,andersh01
52,Tim Anderson,31,MIA,NL,63,62,59,537.1,245,66,170,9,34,.963,-1,-2,0,0,0,3.95,3.75,SS,anderti01
53,Tyler Anderson,34,LAA,AL,31,31,0,179.1,25,15,9,1,1,.960,,,-1,-1,0,1.20,0.77,P,anderty01
54,Clayton Andrews,27,NYY,AL,1,0,0,0.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,andrecl02
55,Matt Andriese,34,MIA,NL,4,0,0,6.0,1,1,0,0,0,1.000,,,0,0,0,1.50,0.25,P,andrima01
56,Miguel Andujar,29,OAK,AL,72,71,64,615.2,141,129,10,2,1,.986,8,16,-1,-1,1,2.03,1.90,OF-1B,andujmi01
57,Tejay Antone,30,CIN,NL,4,0,0,2.0,0,0,0,0,0,,,,-1,-100,0,0.00,0.00,P,antonte01
58,Jonathan Aranda,26,TBR,AL,28,25,19,219.0,156,137,19,0,11,1.000,1,4,1,5,1,6.41,5.20,1B-2B-3B,arandjo01
59,Orlando Arcia,29,ATL,NL,157,156,150,1381.1,572,168,393,11,87,.981,-3,-3,-1,-1,2,3.66,3.57,SS,arciaor01
60,Nolan Arenado,33,STL,NL,146,145,132,1268.1,392,103,280,9,26,.977,13,12,6,6,0,2.72,2.62,3B,arenano01
61,Gabriel Arias,24,CLE,AL,48,41,30,361.0,146,57,83,6,12,.959,0,0,-3,-9,0,3.49,2.64,3B-SS-OF-2B-1B,ariasga01
62,Shawn Armstrong,33,TOT,ZZ,57,7,0,66.2,4,0,4,0,1,1.000,,,-3,-54,0,0.54,0.07,P,armstsh01
63,Randy Arozarena,29,TOT,AL,145,141,131,1247.1,286,279,5,2,0,.993,-3,-2,-7,-6,-1,2.05,1.96,OF,arozara01
64,Luis Arráez,27,TOT,NL,100,100,81,872.0,644,508,127,9,59,.986,0,0,-6,-8,-1,6.55,5.72,1B-2B,arraelu01
65,Spencer Arrighetti,24,HOU,AL,29,28,0,145.0,13,5,8,0,0,1.000,,,-2,-3,0,0.81,0.45,P,arrigsp01
66,Aaron Ashby,26,MIL,NL,14,2,0,28.1,1,1,0,0,0,1.000,,,-2,-14,0,0.32,0.07,P,ashbyaa01
67,Graham Ashcraft,26,CIN,NL,15,15,0,77.1,21,10,8,3,0,.857,,,-1,-3,0,2.09,1.20,P,ashcrgr01
68,Javier Assad,26,CHC,NL,29,29,0,147.0,23,8,14,1,2,.957,,,2,3,0,1.35,0.76,P,assadja01
69,Nick Avila,26,SFG,NL,8,0,0,11.2,1,1,0,0,0,1.000,,,0,0,0,0.77,0.13,P,avilani01
70,Pedro Avila,27,TOT,ZZ,54,0,0,82.2,10,8,2,0,2,1.000,,,1,14,0,1.09,0.19,P,avilape01
71,José Azocar,28,SDP,NL,56,17,9,225.2,58,58,0,0,0,1.000,3,17,-1,-5,0,2.31,1.04,OF,azocajo01
72,Lake Bachar,29,MIA,NL,10,0,0,9.1,2,0,2,0,0,1.000,,,1,21,0,1.93,0.20,P,bachala01
73,Akil Baddoo,25,DET,AL,28,21,15,188.2,42,42,0,0,0,1.000,1,6,-1,-6,0,2.00,1.50,OF,baddoak01
74,Harrison Bader,30,NYM,NL,140,108,97,1025.1,283,278,1,4,0,.986,14,17,-2,-2,-1,2.45,1.99,OF,baderha01
75,Ji Hwan Bae,24,PIT,NL,24,21,16,191.2,59,58,1,0,1,1.000,-3,-19,-1,-6,0,2.77,2.46,OF-2B,baeji01
76,Javier Báez,31,DET,AL,80,76,73,672.1,320,122,189,9,39,.972,-1,-2,-4,-7,2,4.16,3.89,SS,baezja01
77,Patrick Bailey,25,SFG,NL,115,101,98,908.0,962,904,55,3,7,.997,6,7,20,26,0,9.51,8.34,C,bailepa01
78,Bryan Baker,29,BAL,AL,19,0,0,23.1,4,1,3,0,1,1.000,,,0,0,0,1.54,0.21,P,bakerbr01
79,Darren Baker,25,WSN,NL,5,2,2,21.0,5,2,3,0,1,1.000,-1,-81,-2,-114,0,2.14,1.00,2B-OF,bakerda02
80,Luken Baker,27,STL,NL,1,0,0,3.0,1,1,0,0,0,1.000,-1,-228,-1,-400,0,3.00,1.00,1B,bakerlu01
81,Brooks Baldwin,23,CHW,AL,33,32,32,281.0,117,46,69,2,16,.983,-4,-17,-2,-9,0,3.68,3.48,2B-SS,baldwbr01
82,Anthony Banda,30,LAD,NL,48,2,0,49.2,8,1,7,0,0,1.000,,,0,0,0,1.45,0.17,P,bandaan01
83,Tanner Banks,32,TOT,ZZ,63,2,0,72.1,11,0,8,3,0,.727,,,-2,-33,0,1.00,0.13,P,banksta01
84,Addison Barger,24,TOR,AL,63,55,36,485.1,138,82,49,7,7,.949,-5,-13,3,7,0,2.43,1.87,3B-OF,bargead01
85,Scott Barlow,31,CLE,AL,63,0,0,55.0,9,4,5,0,0,1.000,,,-2,-7,0,1.47,0.14,P,barlosc01
86,Austin Barnes,34,LAD,NL,47,42,38,368.2,383,368,10,5,2,.987,-4,-12,2,7,3,9.23,8.04,C-2B,barneau01
87,Jacob Barnes,34,WSN,NL,63,0,0,66.0,9,6,2,1,0,.889,,,-2,-6,0,1.09,0.13,P,barneja01
88,Matt Barnes,34,WSN,NL,14,0,0,13.1,1,1,0,0,0,1.000,,,-1,-15,0,0.68,0.07,P,barnema01
89,Tucker Barnhart,33,ARI,NL,31,29,19,249.0,225,214,9,2,1,.991,1,4,-2,-10,1,8.06,6.97,C-P,barnhtu01
90,Jorge Barrosa,23,ARI,NL,6,3,3,38.0,11,10,0,1,0,.909,1,28,1,31,0,2.37,1.67,OF,barrojo01
91,Joey Bart,27,PIT,NL,69,62,56,545.0,525,498,23,4,3,.992,-2,-5,-4,-9,-1,8.60,7.55,C,bartjo01
92,Chris Bassitt,35,TOR,AL,31,31,0,171.0,29,12,16,1,3,.966,,,-1,-1,0,1.47,0.90,P,bassich01
93,Brady Basso,26,OAK,AL,7,4,0,22.1,1,0,1,0,0,1.000,,,-1,-9,0,0.40,0.14,P,bassobr01
94,Matthew Batten,29,SDP,NL,1,1,1,8.0,7,5,2,0,1,1.000,1,116,0,0,0,7.88,7.00,1B,battema01
95,Brett Baty,24,NYM,NL,47,43,33,380.0,122,33,87,2,10,.984,1,2,-1,-3,0,2.84,2.55,3B,batybr01
96,Jake Bauers,28,MIL,NL,89,69,49,628.1,484,441,38,5,42,.990,-1,-3,-2,-3,0,6.86,4.99,1B-OF-P,bauerja01
97,Mike Baumann,28,TOT,ZZ,57,0,0,58.1,12,7,3,2,0,.833,,,-2,-41,0,1.54,0.18,P,baumami01
98,Shane Baz,25,TBR,AL,14,14,0,79.1,7,4,3,0,1,1.000,,,1,3,0,0.79,0.50,P,bazsh01
99,Eduard Bazardo,28,SEA,AL,23,0,0,27.2,2,1,1,0,0,1.000,,,-1,-7,0,0.65,0.09,P,bazared01
100,Jordan Beck,23,COL,NL,54,50,45,444.1,100,96,3,1,1,.990,2,5,1,2,2,2.01,1.83,OF,beckjo01
101,Tristan Beck,28,SFG,NL,7,1,0,16.0,2,1,1,0,0,1.000,,,0,0,0,1.13,0.29,P,becktr01
102,David Bednar,29,PIT,NL,62,0,0,57.2,6,4,2,0,0,1.000,,,-3,-10,0,0.94,0.10,P,bednada01
103,Tyler Beede,31,CLE,AL,13,0,0,14.0,2,0,2,0,0,1.000,,,-1,-14,0,1.29,0.15,P,beedety01
104,Jalen Beeks,30,TOT,NL,71,0,0,70.0,11,3,7,1,1,.909,,,0,0,0,1.29,0.14,P,beeksja02
105,Clayton Beeter,25,NYY,AL,3,0,0,3.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,beetecl01
106,Josh Bell,31,TOT,NL,98,97,53,813.0,739,685,47,7,58,.991,-5,-7,-9,-13,-1,8.10,7.47,1B,belljo02
107,Cody Bellinger,28,CHC,NL,106,106,87,926.2,313,301,10,2,5,.994,-3,-4,0,0,2,3.02,2.68,OF-1B,bellico01
108,Brayan Bello,25,BOS,AL,30,30,0,162.1,38,20,16,2,1,.947,,,0,0,0,2.00,1.20,P,bellobr01
109,Valente Bellozo,24,MIA,NL,13,13,0,68.2,9,4,5,0,0,1.000,,,1,3,0,1.18,0.69,P,bellova01
110,Anthony Bender,29,MIA,NL,59,0,0,53.0,6,4,2,0,0,1.000,,,-1,-4,0,1.02,0.10,P,bendean01
111,Andrew Benintendi,29,CHW,AL,125,118,114,1031.0,250,244,3,3,0,.988,-3,-3,-13,-15,-4,2.16,1.98,OF,beninan01
112,Will Benson,26,CIN,NL,118,102,52,884.0,233,226,5,2,0,.991,-6,-8,-6,-8,-1,2.35,1.96,OF,bensowi01
113,Jonathan Bermúdez,28,MIA,NL,3,1,0,6.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,bermujo01
114,Brennan Bernardino,32,BOS,AL,57,3,0,51.0,13,5,6,2,0,.846,,,2,8,0,1.94,0.19,P,bernabr01
115,José Berríos,30,TOR,AL,32,32,1,192.1,32,12,18,2,1,.938,,,2,2,0,1.40,0.94,P,berrijo01
116,Prelander Berroa,24,CHW,AL,17,0,0,19.0,4,1,3,0,0,1.000,,,1,11,0,1.89,0.24,P,berropr01
117,Steward Berroa,25,TOR,AL,21,9,8,107.0,28,27,1,0,0,1.000,3,37,3,33,0,2.36,1.33,OF,berrost01
118,Jon Berti,34,NYY,AL,21,18,17,167.0,45,8,34,3,4,.933,2,16,2,14,0,2.26,2.00,3B-2B-OF,bertijo01
119,Christian Bethancourt,32,TOT,NL,60,42,33,384.1,366,341,20,5,2,.986,3,8,-3,-9,0,8.45,6.02,C,bethach01
120,Mookie Betts,31,LAD,NL,115,115,89,974.1,359,176,171,12,33,.967,-1,-1,2,2,-1,3.21,2.75,SS-OF-2B,bettsmo01
121,Tanner Bibee,25,CLE,AL,31,31,0,173.2,35,12,21,2,1,.943,,,6,7,0,1.71,1.06,P,bibeeta01
122,Bo Bichette,26,TOR,AL,81,81,72,684.1,242,76,159,7,35,.971,-4,-7,-3,-5,0,3.09,2.90,SS,bichebo01
123,Phil Bickford,28,NYY,AL,8,0,0,8.1,1,0,0,1,0,.000,,,-2,-48,0,0.00,0.00,P,bickfph01
124,Osvaldo Bido,28,OAK,AL,16,9,0,63.1,9,3,5,1,0,.889,,,-1,-3,0,1.14,0.50,P,bidoos01
125,Shane Bieber,29,CLE,AL,2,2,0,12.0,2,1,1,0,0,1.000,,,0,0,0,1.50,1.00,P,biebesh01
126,Brandon Bielak,28,TOT,AL,16,0,0,29.2,4,0,4,0,0,1.000,,,0,0,0,1.21,0.25,P,bielabr01
127,Hunter Bigge,26,TOT,ZZ,19,1,0,17.1,1,0,1,0,0,1.000,,,-1,-70,0,0.52,0.05,P,biggehu01
128,Cavan Biggio,29,TOT,ZZ,69,56,39,508.0,234,145,82,7,23,.970,-7,-16,-3,-7,1,4.02,2.87,2B-3B-1B-OF,biggica01
129,Jake Bird,28,COL,NL,35,0,0,40.0,5,0,5,0,0,1.000,,,0,0,0,1.13,0.14,P,birdja01
130,Hayden Birdsong,22,SFG,NL,16,16,0,72.0,12,7,4,1,0,.917,,,0,0,0,1.38,0.69,P,birdsha01
131,Spencer Bivens,30,SFG,NL,27,2,0,48.2,13,6,7,0,1,1.000,,,1,4,0,2.40,0.48,P,bivensp01
132,Ty Blach,33,COL,NL,20,12,0,71.1,19,5,14,0,2,1.000,,,4,11,0,2.40,0.95,P,blachty01
133,Mason Black,24,SFG,NL,9,8,0,36.1,4,2,2,0,0,1.000,,,0,0,0,0.99,0.44,P,blackma01
134,Tyler Black,23,MIL,NL,6,6,2,42.0,44,42,2,0,5,1.000,0,3,1,29,0,9.43,7.33,1B,blackty01
135,Paul Blackburn,30,TOT,ZZ,14,14,0,75.1,17,5,11,1,0,.941,,,1,16,0,1.91,1.14,P,blackpa01
136,Charlie Blackmon,37,COL,NL,26,24,12,185.2,40,38,2,0,0,1.000,-2,-10,-2,-12,0,1.94,1.54,OF,blackch02
137,Bradley Blalock,23,TOT,NL,7,6,0,30.2,4,3,1,0,0,1.000,,,-1,-39,0,1.17,0.57,P,blalobr01
138,Dairon Blanco,31,KCR,AL,67,34,21,332.1,83,79,1,3,0,.964,-2,-8,-2,-7,0,2.17,1.19,OF,blancda02
139,Ronel Blanco,30,HOU,AL,30,29,1,167.1,32,19,10,3,1,.906,,,1,1,0,1.56,0.97,P,blancro01
140,Travis Blankenhorn,27,WSN,NL,3,2,0,16.0,6,6,0,0,0,1.000,1,56,0,0,0,3.38,2.00,OF,blanktr01
141,JJ Bleday,26,OAK,AL,157,144,134,1295.0,405,392,8,5,1,.988,0,0,-19,-17,1,2.78,2.55,OF,bledajj01
142,Scott Blewett,28,MIN,AL,12,0,0,20.1,4,1,3,0,0,1.000,,,0,0,0,1.77,0.33,P,blewesc01
143,Ryan Bliss,24,SEA,AL,25,20,14,177.0,79,36,42,1,14,.987,0,-3,2,14,0,3.97,3.12,2B,blissry01
144,Jake Bloss,23,HOU,AL,3,3,0,11.2,2,2,0,0,0,1.000,,,-2,-34,0,1.54,0.67,P,blossja01
145,Xander Bogaerts,31,SDP,NL,101,101,90,887.2,383,147,227,9,48,.977,-4,-5,-1,-1,0,3.79,3.56,2B-SS,bogaexa01
146,Alec Bohm,27,PHI,NL,138,137,128,1203.1,458,180,263,15,20,.967,0,0,-2,-2,-3,3.31,3.10,3B-1B,bohmal01
147,Cody Bolton,26,SEA,AL,17,0,0,18.2,6,0,5,1,0,.833,,,0,0,0,2.41,0.29,P,boltoco01
148,Cam Booser,32,BOS,AL,43,0,0,42.2,7,3,3,1,0,.857,,,1,5,0,1.27,0.14,P,booseca01
149,Ryan Borucki,30,PIT,NL,14,0,0,11.0,8,1,5,2,1,.750,,,1,18,0,4.91,0.43,P,borucry01
150,David Bote,31,CHC,NL,35,8,8,116.1,33,17,16,0,2,1.000,-1,-13,0,0,0,2.55,0.92,3B-2B-1B-P,boteda01
151,Sean Bouchard,28,COL,NL,30,29,19,239.0,55,50,2,3,0,.945,-10,-52,-5,-25,-2,1.96,1.73,OF,bouchse01
152,Caleb Boushley,30,MIN,AL,2,0,0,4.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,boushca01
153,Jonathan Bowlan,27,KCR,AL,1,1,0,2.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,bowlajo01
154,Matt Bowman,33,TOT,ZZ,25,1,0,30.2,7,5,2,0,0,1.000,,,0,0,0,2.05,0.28,P,bowmama01
155,Matthew Boyd,33,CLE,AL,8,8,0,39.2,5,1,3,1,0,.800,,,0,0,0,0.91,0.50,P,boydma01
156,Joe Boyle,24,OAK,AL,13,10,0,47.2,4,1,2,1,0,.750,,,-2,-8,0,0.57,0.23,P,boylejo01
157,Cody Bradford,26,TEX,AL,14,13,0,76.1,13,4,8,1,1,.923,,,1,3,0,1.41,0.86,P,bradfco01
158,Kyle Bradish,27,BAL,AL,8,8,0,39.1,11,4,7,0,0,1.000,,,2,10,0,2.52,1.38,P,bradiky01
159,Taj Bradley,23,TBR,AL,25,25,0,138.0,16,8,8,0,0,1.000,,,-1,-1,0,1.04,0.64,P,bradlta01
160,Rob Brantly,34,TBR,AL,3,3,3,25.2,18,17,1,0,0,1.000,0,15,1,47,0,6.31,6.00,C,brantro01
161,Ryan Brasier,36,LAD,NL,29,4,0,28.0,8,4,4,0,0,1.000,,,0,0,0,2.57,0.28,P,brasiry01
162,Huascar Brazobán,34,TOT,NL,39,0,0,51.2,12,8,3,1,0,.917,,,-1,-23,0,1.92,0.28,P,brazohu01
163,John Brebbia,34,TOT,ZZ,59,0,0,55.1,4,0,4,0,0,1.000,,,-1,-21,0,0.65,0.07,P,brebbjo01
164,Alex Bregman,30,HOU,AL,142,142,132,1234.2,355,103,242,10,23,.972,12,12,6,6,2,2.51,2.43,3B,bregmal01
165,Will Brennan,26,CLE,AL,98,79,50,694.0,161,157,2,2,0,.988,1,2,-6,-10,-1,2.06,1.62,OF,brennwi02
166,Colten Brewer,31,CHC,NL,16,0,0,20.2,4,2,1,1,0,.750,,,-2,-19,0,1.31,0.19,P,breweco01
